query,match,e-value,percent,coverage,bitscore,kingdom,phylum,class,order,family,genus,species
OTU_854,MT626057|SH1546026.08FU,6.43e-68,85.771,253,260,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Sterigmatomyces_halophilus
OTU_853,MH000600|SH1546028.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Subulicystidium,Subulicystidium_perlongisporum
OTU_852,MH102091|SH1575246.08FU,7.55e-130,99.600,250,465,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_sp
OTU_851,KY173400|SH1585532.08FU,7.55e-130,99.592,245,465,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylaria,Dactylaria_acaciae
OTU_850,LT547793|SH1156853.08FU,6.38e-57,92.121,165,223,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,unidentified,Didymosphaeriaceae_sp
OTU_85,MF062256|SH1509410.08FU,2.86e-129,99.590,244,464,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces_antarcticus
OTU_849,KY548838|SH1539921.08FU,4.41e-47,84.898,245,191,Fungi,Basidiomycota,Classiculomycetes,Classiculales,Classiculaceae,unidentified,Classiculaceae_sp
OTU_848,MK212381|SH1549726.08FU,1.95e-97,94.024,251,358,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_847,KT328610|SH1176850.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,unidentified,Plectosphaerellaceae_sp
OTU_846,GQ851895|SH1574445.08FU,1.96e-108,95.219,251,394,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus_sp
OTU_845,KY250378|SH1179100.08FU,3.05e-37,90.435,115,158,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_sp
OTU_844,KT366012|SH1142303.08FU,1.54e-105,95.473,243,385,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Peroneutypa,Peroneutypa_scoparia
OTU_843,KY607543|SH1564742.08FU,9.05e-34,93.939,99,146,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,Ijuhya_sp
OTU_842,AF502893|SH1585530.08FU,1.09e-128,98.000,250,462,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_841,AF200240|SH1525642.08FU,1.55e-116,100.000,219,421,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus_tremulae
OTU_840,KY173450|SH1220213.08FU,1.66e-35,96.591,88,152,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Saccharata_daviesiae
OTU_84,KF493968|SH1644390.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_sp
OTU_839,AB540566|SH1555966.08FU,8.04e-38,85.802,162,160,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_polychromum
OTU_838,KY250379|SH1554934.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia_capnodes
OTU_837,MN396588|SH1533988.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_sp
OTU_835,KC017756|SH1650107.08FU,1.73e-101,100.000,193,371,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,Coriolopsis_taylorii
OTU_834,MK234215|SH3568253.08FU,3.22e-125,99.200,250,450,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Deconica,Deconica_sp
OTU_833,GU053839|SH1525796.08FU,2.86e-129,98.800,250,464,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales_sp
OTU_832,MK793876|SH1506663.08FU,1.22e-124,99.576,236,448,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales_sp
OTU_831,KY696718|SH1518611.08FU,4.93e-32,81.448,221,141,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Mycopappus,Mycopappus_alni
OTU_830,MH793574|SH1576418.08FU,1.30e-32,90.000,120,142,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_83,MH063116|SH1529622.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_sp
OTU_829,KC965461|SH1649150.08FU,3.86e-29,93.023,86,131,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_827,FJ820775|SH1576421.08FU,6.57e-101,93.281,253,369,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,Phomatospora_sp
OTU_826,MH858213|SH1613749.08FU,1.36e-98,92.996,257,362,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe_sp
OTU_825,MT529895|SH1558734.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus_ruineniae
OTU_824,KP135057|SH1213041.08FU,2.51e-111,95.219,251,404,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Meruliopsis,Meruliopsis_sp
OTU_823,AF009819|SH1178477.08FU,2.51e-111,96.429,252,404,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Capsulospora,Capsulospora_sp
OTU_822,UDB0641936|SH2724973.08FU,1.65e-24,98.413,63,116,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales_sp
OTU_820,UDB0640386|SH2722340.08FU,6.30e-35,96.552,87,150,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,Nectriopsis_sp
OTU_82,MG471122|SH1575131.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_sp
OTU_819,GQ303276|SH1178354.08FU,8.04e-38,92.800,125,160,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Foliocryphia,Foliocryphia_eucalypti
OTU_818,MN547379|SH1508478.08FU,9.64e-133,99.600,250,475,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_radians
OTU_817,MT000451|SH3566943.08FU,1.67e-46,94.574,129,189,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_816,GU054164|SH1193376.08FU,3.16e-92,92.520,254,341,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_815,MH854779|SH1546441.08FU,7.45e-108,100.000,204,392,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nalanthamala,Nalanthamala_vermoesenii
OTU_814,KU569535|SH1555627.08FU,9.64e-133,99.600,250,475,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma_gibbosum
OTU_813,MW187748|SH1525446.08FU,3.11e-70,89.855,207,267,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium_sp
OTU_812,UDB037849|SH1648515.08FU,9.64e-133,99.600,250,475,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Panaeolus,Panaeolus_fimicola
OTU_811,KY321174|SH1553181.08FU,1.54e-105,95.219,251,385,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,Steccherinum_ochraceum
OTU_810,KJ831993|SH1191528.08FU,3.60e-110,100.000,208,400,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlebiopsis,Phlebiopsis_sp
OTU_81,MK336465|SH1525086.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_sp
OTU_809,MG976339|SH1637045.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Roussoella,Roussoella_sp
OTU_808,MH399453|SH1229738.08FU,7.19e-53,84.980,253,210,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella,Anthostomella_sp
OTU_807,KF800188|SH1516435.08FU,1.95e-97,92.800,250,358,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp
OTU_806,KU747632|SH2590477.08FU,1.46e-28,79.600,250,129,Fungi,Ascomycota,Sordariomycetes,Microascales,unidentified,unidentified,Microascales_sp
OTU_805,AJ280013|SH1165323.08FU,1.47e-39,94.017,117,166,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_heteromorphus
OTU_804,KY769821|SH1554095.08FU,2.76e-74,87.795,254,281,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,Xylariaceae_sp
OTU_803,MN232961|SH1184540.08FU,7.24e-64,92.683,164,246,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Proliferodiscus,Proliferodiscus_sp
OTU_802,MT093663|SH1649506.08FU,1.16e-36,95.050,101,156,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_801,MK578244|SH2592495.08FU,4.50e-80,100.000,156,300,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,unidentified,Thyridariaceae_sp
OTU_800,KM231788|SH1636097.08FU,1.56e-127,98.400,250,458,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ophionectria,Ophionectria_trichospora
OTU_80,KT965054|SH1523121.08FU,7.50e-119,96.400,250,429,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales_sp
OTU_8,LN681790|SH1543707.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_sp
OTU_799,HM357614|SH1543743.08FU,1.56e-127,99.180,244,458,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_sp
OTU_797,GU053951|SH1173506.08FU,7.55e-130,99.600,250,465,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
OTU_796,AB042223|SH1523560.08FU,1.09e-128,98.795,249,462,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella_litseae
OTU_795,MN562121|SH3565291.08FU,2.20e-93,91.803,244,344,Fungi,Ascomycota,Sordariomycetes,Xylariales,Anungitiomycetaceae,Nothoramichloridium,Nothoramichloridium_perseae
OTU_794,KY104142|SH1517579.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_japonica
OTU_793,HE584868|SH1196711.08FU,2.51e-111,100.000,210,404,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Coniothyrium_sp
OTU_792,LC544107|SH2605093.08FU,3.58e-99,93.651,252,364,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniales_fam_Incertae_sedis,Paramicrothyrium,Paramicrothyrium_sp
OTU_791,KU747795|SH1570003.08FU,4.57e-102,99.505,202,373,Fungi,Ascomycota,Sordariomycetes,Microascales,unidentified,unidentified,Microascales_sp
OTU_790,MH399453|SH1229738.08FU,9.11e-45,97.115,104,183,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella,Anthostomella_sp
OTU_79,KU204638|SH1548082.08FU,1.22e-124,100.000,233,448,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Ramichloridium,Ramichloridium_sp
OTU_789,LC015668|SH1560639.08FU,5.59e-39,96.970,99,164,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_sp
OTU_788,KP990903|SH1585523.08FU,3.48e-55,84.400,250,217,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_787,MH234514|SH1567819.08FU,1.90e-53,93.662,142,212,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus_citrinopileatus
OTU_786,MF495438|SH2596081.08FU,7.98e-27,91.837,98,123,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_785,MW045881|SH1541121.08FU,8.50e-126,98.000,250,452,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_784,MH231185|SH1551323.08FU,1.20e-91,91.270,252,339,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_783,MK169240|SH1568828.08FU,4.35e-25,98.438,64,117,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus_dryinus
OTU_782,KF435288|SH1511103.08FU,7.55e-130,99.592,245,465,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp
OTU_781,KT329205|SH1175713.08FU,9.57e-122,100.000,228,439,Fungi,Ascomycota,Dothideomycetes,Capnodiales,unidentified,unidentified,Capnodiales_sp
OTU_780,MG707578|SH1521529.08FU,5.75e-83,90.800,250,310,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,unidentified,Mycosphaerellaceae_sp
OTU_78,KY250376|SH1529379.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Annulohypoxylon,Annulohypoxylon_stygium
OTU_779,MH864329|SH1531852.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_penicillioides
OTU_778,KY610403|SH1552244.08FU,7.24e-64,100.000,128,246,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon_hypomiltum
OTU_777,LT796887|SH1637046.08FU,2.76e-74,88.048,251,281,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Arthopyreniaceae,Arthopyrenia,Arthopyrenia_sp
OTU_776,KP889464|SH1602972.08FU,3.48e-55,90.968,155,217,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
OTU_775,DQ420802|SH1546354.08FU,1.96e-108,95.219,251,394,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla_sp
OTU_774,DQ241463|SH1159289.08FU,5.04e-65,87.008,254,250,Fungi,Basidiomycota,Pucciniomycetes,Septobasidiales,Septobasidiaceae,Septobasidium,Septobasidium_sinuosum
OTU_772,KJ832058|SH1610887.08FU,1.36e-98,97.087,206,362,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Pseudolagarobasidium,Pseudolagarobasidium_belizense
OTU_771,KF614767|SH1242300.08FU,4.54e-91,91.860,258,337,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_770,FJ441614|SH1541595.08FU,7.45e-108,95.200,250,392,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Phialemonium,Phialemonium_dimorphosporum
OTU_77,MH859420|SH1569899.08FU,1.67e-46,84.791,263,189,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_hennebertii
OTU_769,KF800468|SH1156858.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp
OTU_768,HQ608112|SH1564082.08FU,7.14e-42,83.071,254,173,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Rhexodenticula,Rhexodenticula_acaciae
OTU_767,KJ701210|SH1613460.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora_symmetrica
OTU_766,MN738614|SH3565745.08FU,2.44e-67,93.902,164,258,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus_inconspicuus
OTU_765,EU686755|SH1640363.08FU,9.18e-56,85.981,214,219,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_764,JQ272389|SH1566020.08FU,1.34e-76,88.716,257,289,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,unidentified,unidentified,Lecanorales_sp
OTU_763,AF516567|SH1152997.08FU,8.32e-93,92.400,250,342,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporus,Polyporus_leprieurii
OTU_762,KT820127|SH1564122.08FU,2.86e-129,98.800,250,464,Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenula,Pyrenula_aspistea
OTU_761,KM979909|SH1540630.08FU,5.25e-131,99.200,250,469,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_sp
OTU_760,JX624296|SH1541260.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_76,JN116714|SH1576422.08FU,3.65e-132,99.598,249,473,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales_sp
OTU_759,HQ269823|SH1551745.08FU,1.38e-120,99.573,234,435,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_sp
OTU_758,DQ367902|SH1539304.08FU,1.65e-24,93.333,75,116,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Hydnum_sp
OTU_757,MG968803|SH1552002.08FU,5.25e-131,99.200,250,469,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus_losulus
OTU_756,LC015691|SH1649119.08FU,3.22e-125,99.200,250,450,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_sp
OTU_755,DQ097360|SH1149826.08FU,1.73e-101,93.625,251,371,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Gloiocephala,Gloiocephala_resinopunctata
OTU_754,MT022465|SH1560626.08FU,1.54e-105,94.000,250,385,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_sclerotigenum
OTU_753,KP896032|SH1548074.08FU,5.63e-50,100.000,104,200,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Verrucisporota,Verrucisporota_sp
OTU_752,KF297186|SH1160234.08FU,5.55e-28,87.611,113,127,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp
OTU_751,KC698874|SH1613485.08FU,6.66e-123,100.000,230,442,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Occultifur,Occultifur_sp
OTU_750,UDB038265|SH1241723.08FU,5.04e-65,86.853,251,250,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia_lilascens
OTU_75,HG965015|SH1170566.08FU,4.60e-113,100.000,213,410,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_gamsii
OTU_749,AF324336|SH1510844.08FU,6.30e-35,96.000,100,150,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Muscodor,Muscodor_albus
OTU_748,KR611889|SH1520265.08FU,3.60e-110,96.170,235,400,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Pseudodinemasporium,Pseudodinemasporium_fabiforme
OTU_747,KT273355|SH1643610.08FU,9.57e-122,98.760,242,439,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_candolleana
OTU_746,MH550508|SH1561014.08FU,3.18e-103,94.800,250,377,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,Ijuhya_sp
OTU_745,MN984615|SH1560166.08FU,7.14e-42,82.000,250,173,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Coniolariella,Coniolariella_limonispora
OTU_744,EF464585|SH1614045.08FU,1.06e-84,96.410,195,316,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Myriangiaceae,Myriangium,Myriangium_sp
OTU_743,MN792812|SH1644181.08FU,6.25e-24,95.588,68,114,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pseudochaetosphaeronema,Pseudochaetosphaeronema_sp
OTU_742,MT559104|SH1573923.08FU,3.05e-37,87.261,157,158,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Setoseptoria,Setoseptoria_arundinacea
OTU_741,JX317936|SH1651179.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraplosphaeria,Tetraplosphaeria_sp
OTU_740,MN065456|SH1552372.08FU,1.96e-108,95.219,251,394,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Schizothyrium,Schizothyrium_pomi
OTU_74,KY413721|SH1563660.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Sordariomycetes,Xylariales,Beltraniaceae,unidentified,Beltraniaceae_sp
OTU_739,MH587320|SH1563290.08FU,1.46e-28,92.079,101,129,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Pleiocarpon,Pleiocarpon_sp
OTU_738,GU055997|SH1569893.08FU,2.86e-129,98.800,250,464,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_sp
OTU_737,LC015673|SH1645912.08FU,1.33e-65,97.297,148,252,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp
OTU_736,KT461299|SH1236128.08FU,3.55e-88,90.551,254,327,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
OTU_735,KX228280|SH1543922.08FU,1.20e-102,95.122,246,375,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellales_fam_Incertae_sedis,Malaysiasca,Malaysiasca_phaii
OTU_734,JX318410|SH1155535.08FU,2.86e-129,98.800,250,464,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_sp
OTU_733,MH268049|SH1573688.08FU,3.65e-132,100.000,246,473,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phaeophlebiopsis,Phaeophlebiopsis_sp
OTU_732,UDB0515730|SH2725282.08FU,2.74e-63,90.338,207,244,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp
OTU_731,KU195597|SH1241377.08FU,3.89e-40,81.600,250,167,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,unidentified,unidentified,Trechisporales_sp
OTU_730,KF293286|SH1560106.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Escovopsis,Escovopsis_weberi
OTU_73,KF297194|SH1564049.08FU,9.64e-133,99.600,250,475,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_sp
OTU_729,AB520300|SH1646327.08FU,1.73e-101,96.170,235,371,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Asteromella,Asteromella_sp
OTU_728,MT153618|SH1560666.08FU,1.33e-65,96.575,146,252,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_sp
OTU_727,MW045586|SH1507868.08FU,1.03e-40,96.000,100,169,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Daldinia,Daldinia_eschscholtzii
OTU_726,MH862143|SH1571458.08FU,1.29e-21,95.312,64,106,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Neocatenulostroma,Neocatenulostroma_germanicum
OTU_725,KF436173|SH1213385.08FU,4.06e-106,99.057,212,387,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_724,JQ866772|SH1576167.08FU,9.11e-45,85.990,207,183,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_sp
OTU_723,LC534379|SH1570475.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_orthopsilosis
OTU_722,MK226167|SH2593383.08FU,1.35e-87,90.625,256,325,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp
OTU_721,MG976331|SH1556180.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp
OTU_720,MH867901|SH1516165.08FU,3.09e-59,84.524,252,231,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_bacillisporus
OTU_72,KM434266|SH1646320.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_thysanolaenicola
OTU_719,UDB0243452|SH1505630.08FU,1.15e-25,94.937,79,119,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_sp
OTU_718,MN394893|SH1555960.08FU,1.09e-128,99.203,251,462,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_polychromum
OTU_717,KT328610|SH1176850.08FU,1.53e-94,90.698,258,348,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,unidentified,Plectosphaerellaceae_sp
